7987226;0
7987227;0
7987228;0
7987229;0
7987230;0
7987231;0
7987232;0
7987233;0
7987234;0
7987235;2669
7987236;2690
7987237;2690
7987238;2711
7987239;2711
7987240;0
7987241;0
7987242;2799
7987243;0
7987244;0
7987245;0
7987246;0
7987247;0
7987248;0
7987249;2869
7987250;2869
7987251;2869
7987252;2869
7987253;2845
7987254;122
7987255;0
7987256;0
7987257;0
7987258;0
7987259;0
7987260;0
7987261;0
7987262;0
7987263;0
7987264;0
7987265;3073
7987266;3101
7987267;0
7987268;0
7987269;0
7987270;0
7987271;0
7987272;0
7987273;0
7987274;0
7987275;0
7987276;0
7987277;0
7987278;0
7987279;0
7987280;0
7987281;0
7987282;3373
7987283;3373
7987284;3373
7987285;0
7987286;0
7987287;0
7987288;0
7987289;0
7987290;0
7987291;0
7987292;0
7987293;0
7987294;3952
7987295;3952
7987296;0
7987297;0
7987298;0
7987299;0
7987300;0
7987301;0
7987302;0
7987303;0
7987304;0
7987305;0
7987306;0
7987307;0
7987308;0
7987309;0
7987310;0
7987311;0
7987312;0
7987313;0
7987314;0
7987315;0
7987316;0
7987317;0
7987318;0
7987319;0
7987320;0
7987321;0
7987322;0
7987323;0
7987324;0
7987325;0
7987326;0
7987327;0
7987328;0
7987329;0
7987330;0
7987331;0
7987332;0
7987333;0
7987334;0
7987335;0
7987336;0
7987337;0
7987338;0
7987339;0
7987340;0
7987341;0
7987342;0
7987343;0
7987344;0
7987345;0
7987346;0
7987347;0
7987348;0
7987349;0
7987350;0
7987351;0
7987352;0
7987353;0
7987354;0
7987355;0
7987356;0
7987357;0
7987358;0
7987359;0
7987360;0
7987361;0
7987362;0
7987363;0
7987364;0
7987365;104
7987366;0
7987367;0
7987368;0
7987369;0
7987370;0
7987371;0
7987372;107
7987373;0
7987374;0
7987375;0
7987376;0
7987377;0
7987378;0
7987379;0
7987380;0
7987381;0
7987382;0
7987383;0
7987384;0
7987385;0
7987386;0
7987387;0
7987388;0
7987389;0
7987390;0
7987391;0
7987392;0
7987393;0
7987394;0
7987395;0
7987396;0
7987397;0
7987398;0
7987399;0
7987400;0
7987401;0
7987402;0
7987403;0
7987404;113
7987405;0
7987406;0
7987407;3698
7987408;0
7987409;0
7987410;0
7987411;0
7987412;0
7987413;0
7987414;0
7987415;0
7987416;0
