2764809;0
2764810;0
2764811;0
2764812;0
2764813;0
2764814;0
2764815;0
2764816;0
2764817;0
2764818;2690
2764819;2711
2764820;2711
2764821;2733
2764822;2754
2764823;2777
2764824;2799
2764825;0
2764826;0
2764827;0
2764828;0
2764829;0
2764830;0
2764831;0
2764832;0
2764833;0
2764834;0
2764835;0
2764836;2845
2764837;0
2764838;0
2764839;0
2764840;0
2764841;0
2764842;0
2764843;0
2764844;0
2764845;0
2764846;0
2764847;0
2764848;0
2764849;0
2764850;0
2764851;3129
2764852;3157
2764853;3101
2764854;3101
2764855;3186
2764856;3216
2764857;3216
2764858;3309
2764859;3309
2764860;0
2764861;0
2764862;0
2764863;0
2764864;0
2764865;0
2764866;0
2764867;0
2764868;0
2764869;0
2764870;0
2764871;0
2764872;0
2764873;0
2764874;0
2764875;0
2764876;0
2764877;0
2764878;0
2764879;0
2764880;0
2764881;0
2764882;0
2764883;0
2764884;0
2764885;0
2764886;0
2764887;0
2764888;0
2764889;0
2764890;0
2764891;0
2764892;0
2764893;0
2764894;0
2764895;0
2764896;0
2764897;0
2764898;0
2764899;0
2764900;0
2764901;0
2764902;0
2764903;0
2764904;0
2764905;0
2764906;0
2764907;0
2764908;0
2764909;0
2764910;0
2764911;0
2764912;0
2764913;0
2764914;0
2764915;0
2764916;0
2764917;0
2764918;0
2764919;0
2764920;0
2764921;0
2764922;0
2764923;0
2764924;0
2764925;0
2764926;0
2764927;0
2764928;0
2764929;0
2764930;101
2764931;0
2764932;0
2764933;0
2764934;0
2764935;0
2764936;0
2764937;0
2764938;0
2764939;0
2764940;0
2764941;0
2764942;0
2764943;0
2764944;0
2764945;0
2764946;0
2764947;0
2764948;0
2764949;0
2764950;0
2764951;0
2764952;0
2764953;0
2764954;0
2764955;158
2764956;104
2764957;0
2764958;0
2764959;0
2764960;0
2764961;0
2764962;0
2764963;0
2764964;0
2764965;0
2764966;0
2764967;0
2764968;0
2764969;0
2764970;0
2764971;0
2764972;0
2764973;0
2764974;0
2764975;0
2764976;0
2764977;0
2764978;0
2764979;0
2764980;0
2764981;0
2764982;0
2764983;0
2764984;0
2764985;0
2764986;0
2764987;113
2764988;0
2764989;118
2764990;3738
2764991;0
2764992;0
2764993;0
2764994;0
2764995;0
2764996;0
2764997;4521
2764998;0
2764999;0
2765000;0
2765001;0
2765002;0
2765003;0
2765004;0
2765005;0
2765006;0
2765007;0
2765008;0
2765009;0
2765010;0
2765011;0
2765012;0
2765013;0
2765014;0
2765015;0
2765016;0
2765017;0
2765018;0
2765019;0
2765020;0
2765021;0
2765022;0
2765023;0
2765024;0
2765025;0
2765026;0
2765027;0
2765028;0
2765029;0
2765030;0
2765031;0
2765032;0
2765033;0
2765034;0
2765035;0
2765036;0
2765037;0
2765038;0
2765039;0
2765040;0
2765041;0
2765042;0
2765043;0
2765044;0
2765045;0
2765046;0
2765047;0
2765048;0
2765049;0
2765050;0
2765051;0
2765052;0
2765053;0
2765054;0
2765055;0
2765056;0
2765057;0
2765058;0
2765059;0
2765060;0
2765061;0
2765062;0
2765063;0
2765064;0
2765065;0
2765066;0
2765067;0
2765068;0
2765069;0
2765070;0
2765071;0
2765072;0
2765073;0
2765074;0
2765075;0
2765076;0
2765077;0
2765078;0
2765079;0
2765080;0
2765081;0
2765082;0
2765083;0
2765084;0
2765085;0
2765086;0
2765087;0
2765088;0
2765089;0
2765090;0
2765091;0
2765092;0
2765093;0
2765094;0
2765095;0
2765096;0
2765097;0
2765098;0
2765099;0
2765100;0
2765101;0
2765102;0
2765103;0
2765104;0
2765105;0
2765106;0
2765107;0
2765108;0
2765109;0
2765110;0
2765111;0
2765112;0
2765113;0
2765114;0
2765115;0
2765116;0
2765117;0
2765118;0
2765119;0
2765120;0
2765121;0
2765122;0
2765123;0
2765124;0
2765125;0
2765126;0
2765127;4706
2765128;0
2765129;0
2765130;0
2765131;0
2765132;0
2765133;0
2765134;0
2765135;0
2765136;0
2765137;0
2765138;0
2765139;0
2765140;0
2765141;0
2765142;0
2765143;0
2765144;0
2765145;0
2765146;0
2765147;0
2765148;0
2765149;0
2765150;0
2765151;0
2765152;0
2765153;0
2765154;0
2765155;0
2765156;0
2765157;4771
2765158;4706
2765159;0
2765160;0
2765161;0
2765162;0
2765163;0
2765164;0
2765165;0
2765166;0
2765167;0
2765168;0
2765169;0
2765170;0
2765171;0
2765172;0
2765173;0
2765174;0
2765175;0
2765176;0
2765177;4906
2765178;4906
2765179;0
2765180;0
2765181;0
2765182;0
2765183;0
2765184;0
2765185;0
2765186;0
2765187;0
2765188;0
2765189;0
2765190;0
2765191;0
2765192;0
2765193;0
2765194;0
2765195;0
2765196;0
2765197;0
2765198;0
2765199;0
2765200;0
2765201;0
2765202;0
2765203;0
2765204;0
2765205;0
2765206;0
2765207;0
2765208;0
2765209;0
2765210;0
2765211;0
2765212;0
2765213;0
2765214;0
2765215;0
2765216;0
2765217;0
2765218;0
2765219;0
2765220;0
2765221;0
2765222;0
2765223;0
2765224;0
2765225;0
2765226;0
2765227;0
2765228;0
2765229;0
2765230;0
2765231;0
2765232;0
2765233;0
2765234;0
2765235;0
2765236;0
2765237;0
2765238;0
2765239;0
2765240;0
2765241;0
2765242;0
2765243;0
2765244;0
2765245;0
2765246;0
2765247;0
2765248;0
2765249;0
2765250;0
2765251;0
2765252;0
2765253;0
2765254;0
2765255;0
2765256;0
2765257;0
2765258;0
2765259;0
2765260;0
2765261;0
2765262;157
2765263;157
2765264;157
2765265;157
2765266;0
2765267;0
2765268;0
2765269;0
2765270;0
2765271;0
2765272;0
2765273;0
2765274;0
2765275;0
2765276;0
2765277;0
2765278;0
2765279;0
2765280;0
2765281;0
2765282;0
2765283;0
2765284;0
2765285;0
2765286;0
2765287;5364
2765288;5364
2765289;0
2765290;0
2765291;0
2765292;0
2765293;0
2765294;0
2765295;0
2765296;0
2765297;0
2765298;0
2765299;0
2765300;0
2765301;0
2765302;0
2765303;0
2765304;0
2765305;0
2765306;0
2765307;0
2765308;0
2765309;0
2765310;0
2765311;5125
2765312;690
2765313;594
2765314;517
2765315;5202
2765316;333
2765317;5535
2765318;0
2765319;0
2765320;0
2765321;0
2765322;0
2765323;0
2765324;0
2765325;0
2765326;0
2765327;0
2765328;0
2765329;0
2765330;0
2765331;0
2765332;0
2765333;0
2765334;0
2765335;0
2765336;0
2765337;0
2765338;0
2765339;0
2765340;0
2765341;0
2765342;0
2765343;0
2765344;0
2765345;0
2765346;0
2765347;0
2765348;0
2765349;0
2765350;0
2765351;0
2765352;0
2765353;0
2765354;0
2765355;0
2765356;0
2765357;0
2765358;0
2765359;0
2765360;0
2765361;0
2765362;0
2765363;0
2765364;0
2765365;0
2765366;0
2765367;0
2765368;0
2765369;0
2765370;0
2765371;0
2765372;0
2765373;0
2765374;0
2765375;0
2765376;0
2765377;0
2765378;0
2765379;0
2765380;0
2765381;0
2765382;0
2765383;0
2765384;0
2765385;0
2765386;0
2765387;0
2765388;0
2765389;0
2765390;0
2765391;0
2765392;0
2765393;0
2765394;0
2765395;0
2765396;0
2765397;0
2765398;0
2765399;100
2765400;100
2765401;100
2765402;100
2765403;100
2765404;100
2765405;100
2765406;100
2765407;0
2765408;0
2765409;0
2765410;0
2765411;0
2765412;0
2765413;0
2765414;0
2765415;0
2765416;0
2765417;0
2765418;0
2765419;0
2765420;0
2765421;0
2765422;0
2765423;0
2765424;0
2765425;0
2765426;0
2765427;0
2765428;0
2765429;0
2765430;0
2765431;280
2765432;280
2765433;184
2765434;184
2765435;0
2765436;0
2765437;178
2765438;0
2765439;0
2765440;0
2765441;0
2765442;0
2765443;0
2765444;0
2765445;0
2765446;0
2765447;0
2765448;0
2765449;0
2765450;0
2765451;0
2765452;0
2765453;0
2765454;0
2765455;0
2765456;0
2765457;0
2765458;0
2765459;0
2765460;0
2765461;2733
2765462;2733
2765463;2777
2765464;0
2765465;0
2765466;0
2765467;0
2765468;0
2765469;0
2765470;0
2765471;0
2765472;0
2765473;0
2765474;0
2765475;0
2765476;0
2765477;0
2765478;0
2765479;0
2765480;0
2765481;0
2765482;0
2765483;0
2765484;0
2765485;0
2765486;0
2765487;0
2765488;0
2765489;0
2765490;0
2765491;0
2765492;3129
2765493;3101
2765494;3101
2765495;0
2765496;0
2765497;0
2765498;0
2765499;0
2765500;0
2765501;0
2765502;0
2765503;0
2765504;0
2765505;0
2765506;0
2765507;0
2765508;3440
2765509;0
2765510;0
2765511;0
2765512;0
2765513;0
2765514;0
2765515;0
2765516;0
2765517;0
2765518;3952
2765519;0
2765520;0
2765521;0
2765522;0
2765523;0
2765524;0
2765525;0
2765526;0
2765527;0
2765528;0
2765529;0
2765530;0
2765531;0
2765532;0
2765533;0
2765534;0
2765535;0
2765536;0
2765537;0
2765538;0
2765539;0
2765540;0
2765541;0
2765542;0
2765543;0
2765544;0
2765545;0
2765546;0
2765547;0
2765548;0
2765549;0
2765550;0
2765551;0
2765552;0
2765553;0
2765554;0
2765555;0
2765556;0
2765557;0
2765558;0
2765559;0
2765560;0
2765561;0
2765562;0
2765563;0
2765564;0
2765565;0
2765566;0
2765567;0
2765568;0
2765569;0
2765570;0
2765571;0
2765572;0
2765573;0
2765574;0
2765575;0
2765576;0
2765577;0
2765578;0
2765579;0
2765580;0
